Insertion_Index Worst_Case_Time(us) Best_Case_Time(us)
1350 4.37 0.085
1351 4.165 0.063
1352 3.939 0.079
1353 2.69 0.154
1354 4.332 0.157
1355 3.83 0.08
1356 34.83 0.148
1357 2.318 0.077
1358 4.172 0.068
1359 2.669 0.148
1360 4.042 0.073
1361 2.373 0.076
1362 2.34 0.06
1363 4.133 0.067
1364 2.33 0.059
1365 2.526 0.064
1366 2.118 0.065
1367 2.119 0.063
1368 2.124 0.065
1369 2.118 0.064
1370 2.129 0.064
1371 2.13 0.065
1372 2.121 0.064
1373 2.125 0.062
1374 2.121 0.063
1375 2.13 0.061
1376 2.13 0.063
1377 2.13 0.062
1378 2.132 0.064
1379 2.137 0.063
1380 2.135 0.062
1381 2.148 0.063
1382 2.141 0.064
1383 2.142 0.063
1384 2.148 0.067
1385 2.155 0.067
1386 2.15 0.068
1387 2.146 0.065
1388 2.152 0.064
1389 2.152 0.065
1390 2.149 0.062
1391 2.159 0.065
1392 2.153 0.066
1393 2.161 0.068
1394 8.405 0.063
1395 2.187 0.061
1396 2.166 0.066
1397 2.194 0.063
1398 2.168 0.066
1399 2.162 0.06
1400 2.17 0.065
1401 2.169 0.06
1402 2.171 0.068
1403 2.179 0.065
1404 2.171 0.064
1405 2.18 0.062
1406 2.207 0.066
1407 2.172 0.063
1408 2.182 0.067
1409 2.191 0.059
1410 2.179 0.068
1411 2.198 0.062
1412 2.183 0.065
1413 2.184 0.063
1414 2.19 0.07
1415 2.185 0.066
1416 2.199 0.067
1417 2.193 0.066
1418 2.191 0.073
1419 2.198 0.065
1420 2.193 0.066
1421 2.205 0.064
1422 2.196 0.063
1423 2.209 0.064
1424 2.203 0.064
1425 2.199 0.064
1426 2.209 0.063
1427 2.205 0.064
1428 2.211 0.067
1429 2.211 0.066
1430 2.212 0.063
1431 2.215 0.066
1432 2.214 0.059
1433 2.226 0.073
1434 2.213 0.062
1435 2.219 0.061
1436 2.245 0.066
1437 2.218 0.064
1438 2.226 0.065
1439 2.224 0.064
1440 2.228 0.065
1441 2.224 8.351
1442 2.253 0.064
1443 2.225 0.066
1444 2.235 0.064
1445 2.234 0.062
1446 2.234 0.067
1447 2.24 0.074
1448 2.239 0.062
1449 2.24 0.063
1450 2.247 0.064
1451 2.238 0.07
1452 2.247 0.064
1453 2.245 0.065
1454 2.249 0.062
1455 2.249 0.068
1456 2.244 0.064
1457 2.256 0.063
1458 2.247 0.072
1459 2.259 0.066
1460 2.249 0.066
1461 2.255 0.064
1462 2.264 0.063
1463 2.254 0.063
1464 2.262 0.063
1465 2.264 0.065
1466 4.137 0.087
1467 2.267 0.064
1468 2.264 0.066
1469 2.273 0.063
1470 2.273 0.065
1471 2.266 0.065
1472 2.275 0.062
1473 2.274 0.066
1474 2.283 0.064
1475 2.279 0.065
1476 2.277 0.065
1477 2.288 0.062
1478 2.285 0.065
1479 2.275 0.06
1480 4.522 0.184
1481 4.385 0.177
1482 4.869 0.072
1483 4.671 0.085
1484 5.25 0.153
1485 4.926 0.151
1486 3.526 0.091
1487 2.873 0.07
1488 4 0.085
1489 4.189 0.074
1490 3.938 0.08
1491 4.647 0.099
1492 2.739 0.076
1493 2.659 0.065
1494 2.32 0.063
1495 2.424 0.063
1496 2.417 0.071
1497 2.301 0.061
1498 2.316 0.063
1499 2.358 0.062
1500 2.333 0.062
1501 2.322 0.064
1502 2.314 0.061
1503 2.365 0.063
1504 2.318 0.061
1505 2.361 0.064
1506 2.327 0.062
1507 2.316 0.061
1508 2.331 0.06
1509 2.358 0.06
1510 2.323 0.062
1511 2.336 0.059
1512 2.321 0.061
1513 2.37 0.066
1514 2.345 0.06
1515 2.394 0.061
1516 2.339 0.059
1517 2.334 0.061
1518 2.344 0.067
1519 2.347 0.063
1520 2.34 0.063
1521 2.352 0.061
1522 2.349 0.062
1523 2.337 0.063
1524 2.357 0.063
1525 2.351 0.064
1526 2.354 0.062
1527 2.355 0.058
1528 2.361 0.058
1529 2.354 0.061
1530 2.378 0.06
1531 2.352 0.062
1532 2.368 0.064
1533 2.372 0.062
1534 2.398 0.064
1535 2.364 0.063
1536 2.367 0.062
1537 2.368 0.062
1538 2.378 0.071
1539 2.413 0.064
1540 2.364 0.06
1541 2.38 0.062
1542 2.373 0.062
1543 2.373 0.059
1544 2.378 0.067
1545 2.421 0.059
1546 2.385 0.059
1547 2.373 0.062
1548 2.392 0.063
1549 2.379 0.06
1550 2.389 0.063
1551 2.4 0.059
1552 2.387 0.063
1553 2.391 0.062
1554 2.399 0.062
1555 2.398 0.059
1556 2.405 0.06
1557 2.401 0.064
1558 2.393 0.059
1559 2.407 0.063
1560 2.388 0.063
1561 2.406 0.059
1562 2.404 0.06
1563 2.436 0.057
1564 2.419 0.063
1565 2.411 0.063
1566 2.419 0.058
1567 2.44 0.064
1568 2.423 0.062
1569 2.417 0.062
1570 2.41 0.064
1571 2.466 0.065
1572 2.423 0.06
1573 2.431 0.059
1574 2.425 0.061
1575 2.425 0.064
1576 2.469 0.065
1577 2.42 0.059
1578 2.43 0.061
1579 2.437 0.063
1580 2.42 0.059
1581 2.443 0.062
1582 2.43 0.062
1583 2.43 0.062
1584 2.44 0.063
1585 2.444 0.06
1586 2.444 0.061
1587 2.435 0.066
1588 2.448 0.064
1589 2.441 0.058
1590 2.49 0.061
1591 2.448 0.059
1592 2.459 0.06
1593 2.453 0.063
1594 2.456 0.065
1595 2.457 0.06
1596 2.458 0.059
1597 2.466 0.067
1598 4.8 0.173
1599 4.481 0.164
1600 4.691 0.078
1601 4.587 0.084
1602 4.64 0.076
1603 4.754 0.064
1604 4.58 0.071
1605 4.76 0.096
1606 4.873 0.107
1607 6.146 0.089
1608 5.081 0.078
1609 5.455 0.153
1610 5.272 0.152
1611 5.183 0.135
1612 4.897 0.09
1613 4.856 0.089
1614 3.361 0.14
1615 2.904 0.063
1616 3.389 0.059
1617 2.643 0.064
1618 2.583 0.059
1619 4.511 0.068
1620 5.204 0.231
1621 3.175 0.147
1622 2.835 0.066
1623 2.5 0.06
1624 2.646 0.072
1625 2.658 0.082
1626 2.627 0.061
1627 4.604 0.075
1628 4.778 0.054
1629 4.809 0.089
1630 4.661 0.084
1631 4.526 0.076
1632 4.595 0.062
1633 2.844 0.064
1634 3.632 0.067
1635 4.837 0.059
1636 4.439 0.069
1637 4.612 0.17
1638 4.711 0.068
1639 4.381 0.068
1640 4.26 0.075
1641 4.718 0.161
1642 5.115 0.163
1643 5.095 0.186
1644 5.366 0.135
1645 5.43 0.163
1646 5.144 0.228
1647 5.938 0.184
1648 5.156 0.156
1649 5.114 0.177
1650 5.695 0.125
1651 5.19 0.076
1652 5.354 0.219
1653 3.099 0.143
1654 3.093 0.15
1655 4.988 0.109
1656 4.716 0.108
1657 4.578 0.094
1658 4.596 0.077
1659 4.68 0.068
1660 4.517 0.076
1661 4.574 0.075
1662 4.497 0.066
1663 4.549 0.065
1664 4.663 0.065
1665 4.568 0.079
1666 4.571 0.102
1667 2.748 0.059
1668 4.744 0.075
1669 4.504 0.088
1670 4.634 0.083
1671 4.749 0.088
1672 2.644 0.07
1673 2.634 0.062
1674 4.826 0.082
1675 4.54 0.072
1676 5 0.083
1677 5.041 0.081
1678 5.064 0.082
1679 4.676 0.071
1680 4.91 0.091
1681 4.742 0.073
1682 4.766 0.068
1683 4.863 0.07
1684 4.726 0.073
1685 4.728 0.087
1686 4.721 0.073
1687 4.749 0.081
1688 4.733 0.079
1689 4.75 0.076
1690 4.513 0.082
1691 4.507 0.067
1692 4.578 0.064
1693 4.681 0.075
1694 4.821 0.083
1695 5.231 0.095
1696 4.569 0.068
1697 4.597 0.068
1698 4.757 0.07
1699 2.751 0.073
1700 2.708 0.065
1701 2.691 0.064
1702 2.705 0.067
1703 2.705 0.067
1704 4.625 0.065
1705 2.823 0.073
1706 4.714 0.072
1707 4.769 0.081
1708 4.769 0.088
1709 2.724 0.066
1710 4.656 0.066
1711 4.957 0.086
1712 5.988 0.102
1713 5.129 0.08
1714 5.453 0.073
1715 5.541 0.188
1716 5.575 0.45
1717 5.615 0.088
1718 5.614 0.098
1719 6.147 0.1
1720 5.764 0.076
1721 5.92 0.08
1722 6.071 0.096
1723 6.084 0.089
1724 6.046 0.078
1725 5.759 0.099
1726 5.885 0.083
1727 5.981 0.083
1728 6.121 0.114
1729 6.087 0.102
1730 6.111 0.105
1731 6.123 0.091
1732 6.005 0.097
1733 5.93 0.095
1734 5.778 0.089
1735 5.723 0.112
1736 5.619 0.091
1737 5.62 0.089
1738 5.727 0.097
1739 5.878 0.078
1740 5.779 0.1
1741 5.744 0.085
1742 6.062 0.121
1743 5.767 0.086
1744 5.601 0.095
1745 5.946 0.082
1746 6.392 0.169
1747 6.461 0.176
1748 7.87 0.212
1749 4.02 0.175
1750 6.235 0.184
1751 6.166 0.177
1752 5.657 0.184
1753 3.642 0.18
1754 6.003 0.217
1755 6.07 0.094
1756 5.451 0.08
1757 5.41 0.11
1758 4.922 0.062
1759 4.96 0.064
1760 2.929 0.065
1761 5.815 0.104
1762 5.805 0.076
1763 4.929 0.09
1764 5.266 0.076
1765 5.283 0.079
1766 5.287 0.08
1767 5.07 0.076
1768 3.035 0.095
1769 2.879 0.078
1770 5.308 0.083
1771 5.002 0.072
1772 4.992 0.075
1773 5.274 0.089
1774 5.291 0.085
1775 5.176 0.089
1776 5.375 0.086
1777 5.215 0.086
1778 5.334 0.091
1779 5.247 0.087
1780 5.483 0.082
1781 5.306 0.092
1782 5.459 0.085
1783 5.314 0.07
1784 5.199 0.081
1785 5.609 0.074
1786 5.208 0.093
1787 5.202 0.069
1788 7.359 0.234
1789 6.519 0.2
1790 4.405 0.214
1791 6.574 0.195
1792 5.483 0.155
1793 4.964 0.256
1794 3.946 0.2
1795 5.609 0.095
1796 5.153 0.069
1797 5.117 0.08
1798 3.384 0.1
1799 3.387 0.073
1800 3.431 0.071
1801 2.909 0.068
1802 2.98 0.066
1803 2.885 0.077
1804 2.961 0.068
1805 2.924 0.065
1806 2.846 0.073
1807 2.835 0.063
1808 3.097 0.088
1809 5.875 0.097
1810 5.614 0.095
1811 5.446 0.092
1812 5.514 0.08
1813 5.212 0.08
1814 5.618 0.088
1815 5.318 0.085
1816 5.825 0.099
1817 5.742 0.174
1818 5.509 0.486
1819 6.11 0.165
1820 3.834 0.183
1821 3.092 0.065
1822 6.055 0.172
1823 3.769 0.174
1824 3.96 0.157
1825 3.92 0.168
1826 3.059 0.069
1827 3.335 0.268
1828 2.923 0.065
1829 2.811 0.063
1830 2.812 0.06
1831 2.824 0.063
1832 2.81 0.063
1833 4.327 0.116
1834 2.898 0.067
1835 2.887 0.076
1836 2.88 0.066
1837 2.908 0.065
1838 2.889 0.066
1839 2.884 0.066
1840 2.902 0.065
1841 3.036 0.085
1842 2.972 0.08
1843 2.982 0.068
1844 2.981 0.067
1845 3.006 0.076
1846 3.029 0.075
1847 2.994 0.08
1848 2.912 0.075
1849 2.91 0.073
1850 2.933 0.074
1851 2.917 0.073
1852 2.918 0.063
1853 2.912 0.077
1854 2.941 0.071
1855 2.92 0.062
1856 2.976 0.073
1857 2.938 0.073
1858 2.907 0.073
1859 2.921 0.063
1860 2.922 0.072
1861 2.955 0.072
1862 2.943 0.076
1863 2.932 0.064
1864 2.955 0.076
1865 2.94 0.065
1866 7.854 0.097
1867 5.435 0.068
1868 5.259 0.063
1869 5.61 0.066
1870 6.037 0.167
1871 2.985 0.06
1872 5.763 0.153
1873 16.693 0.083
1874 3.04 0.064
1875 5.569 0.186
1876 3.275 0.162
1877 2.874 0.062
1878 2.889 0.059
1879 2.881 0.062
1880 2.873 0.063
1881 2.879 0.063
1882 2.88 0.065
1883 2.878 0.064
1884 2.88 0.062
1885 2.88 0.063
1886 2.879 0.064
1887 2.89 0.065
1888 2.886 0.062
1889 2.886 0.059
1890 2.906 0.06
1891 2.895 0.064
1892 2.896 0.063
1893 2.896 0.06
1894 2.895 0.065
1895 2.894 0.064
1896 2.897 0.062
1897 2.899 0.063
1898 2.912 0.06
1899 2.9 0.073
1900 2.905 0.064
1901 2.902 0.061
1902 2.906 0.063
1903 2.912 0.065
1904 2.903 0.063
1905 2.916 0.065
1906 2.909 0.07
1907 2.931 0.064
1908 2.903 0.064
1909 2.93 0.063
1910 2.912 0.062
1911 2.935 0.067
1912 2.917 0.065
1913 2.926 0.065
1914 2.919 0.063
1915 2.929 0.062
1916 2.923 0.063
1917 2.929 0.065
1918 2.929 0.065
1919 2.932 0.064
1920 2.933 0.062
1921 2.934 0.071
1922 2.932 0.063
1923 2.939 0.062
1924 2.933 0.062
1925 2.944 0.066
1926 2.941 0.064
1927 2.952 0.062
1928 2.944 0.071
1929 2.947 0.063
1930 2.976 0.062
1931 2.95 0.066
1932 2.955 0.065
1933 2.956 0.063
1934 2.955 0.064
1935 2.95 0.063
1936 2.968 0.065
1937 2.954 0.06
1938 2.969 0.065
1939 2.951 0.063
1940 2.973 0.063
1941 2.96 0.062
1942 3 0.066
1943 2.966 0.069
1944 2.975 0.061
1945 3.006 0.062
1946 2.975 0.063
1947 2.969 0.062
1948 2.972 0.062
1949 2.978 0.065
1950 2.975 0.063
1951 2.979 0.064
1952 2.983 0.067
1953 2.981 0.07
1954 2.995 0.062
1955 3.029 0.065
1956 2.981 0.063
1957 2.99 0.064
1958 2.988 0.066
1959 2.991 0.062
1960 2.992 0.066
1961 2.994 0.068
1962 2.992 0.063
1963 3.024 0.064
1964 2.998 0.07
1965 3.008 0.073
1966 2.998 0.062
1967 3.005 0.062
1968 3.001 0.063
1969 3.011 0.065
1970 3.012 0.059
1971 3.021 0.062
1972 3.004 0.062
1973 3.017 0.064
1974 3.024 0.063
1975 3.027 0.064
1976 3.014 0.064
1977 3.019 0.073
1978 3.021 0.062
1979 3.027 0.066
1980 5.452 0.079
1981 3.123 0.07
1982 3.018 0.06
1983 3.035 0.064
1984 3.021 0.065
1985 3.035 0.062
1986 3.033 0.062
1987 3.039 0.062
1988 3.021 0.063
1989 3.04 0.073
1990 3.043 0.062
1991 3.038 0.07
1992 3.047 0.066
1993 3.039 0.063
1994 3.041 0.064
1995 3.039 0.072
1996 3.061 0.062
1997 11.724 0.062
1998 5.755 0.19
1999 7.007 0.193
2000 6.316 0.167
2001 5.59 0.083
2002 6.194 0.192
2003 5.845 0.085
2004 5.693 0.139
2005 5.462 0.071
2006 3.347 0.142
2007 3.147 0.156
2008 3.15 0.066
2009 3.138 0.062
2010 4.29 0.076
2011 3.07 0.064
2012 3.161 0.065
2013 3.076 0.06
2014 3.174 0.065
2015 3.166 0.064
2016 3.161 0.067
2017 5.552 0.094
2018 5.392 0.073
2019 5.359 0.08
2020 5.303 0.074
2021 5.392 0.088
2022 5.392 0.07
2023 5.354 0.086
2024 5.418 0.08
2025 5.324 0.078
2026 5.364 0.064
2027 5.408 0.081
2028 5.58 0.086
2029 5.358 0.078
2030 5.407 0.081
2031 5.634 0.075
2032 5.448 0.066
2033 5.474 0.084
2034 5.388 0.078
2035 5.429 0.073
2036 5.313 0.082
2037 5.449 0.079
2038 5.393 0.067
2039 5.34 0.083
2040 5.589 0.073
2041 5.495 0.082
2042 5.393 0.085
2043 5.368 0.08
2044 5.408 0.07
2045 5.335 0.079
2046 5.627 0.069
2047 5.472 0.063
2048 5.581 0.073
2049 5.454 0.065
2050 5.648 0.084
2051 5.604 0.075
2052 5.452 0.073
2053 5.515 0.068
2054 5.466 0.066
2055 5.424 0.07
2056 5.503 0.063
2057 5.369 0.072
2058 5.481 0.078
2059 5.506 0.084
2060 5.445 0.081
2061 5.463 0.071
2062 5.716 0.076
2063 5.438 0.08
2064 5.593 0.068
2065 5.56 0.076
2066 5.558 0.066
2067 5.568 0.073
2068 5.686 0.084
2069 5.874 0.069
2070 5.855 0.075
2071 5.513 0.071
2072 5.483 0.08
2073 5.512 0.071
2074 5.579 0.064
2075 5.483 0.064
2076 5.584 0.075
2077 5.618 0.075
2078 5.524 0.085
2079 5.585 0.08
2080 5.876 0.078
2081 5.891 0.093
2082 5.529 0.08
2083 5.508 0.067
2084 5.788 0.086
2085 5.55 0.077
2086 5.615 0.078
2087 5.585 0.085
2088 5.559 0.078
2089 5.483 0.101
2090 5.601 0.071
2091 5.541 0.06
2092 5.504 0.084
2093 5.736 0.063
2094 5.665 0.073
2095 5.677 0.082
2096 5.507 0.075
2097 5.479 0.076
2098 5.557 0.085
2099 5.581 0.068
2100 5.775 0.16
2101 6.228 0.338
2102 6.842 0.181
2103 6.939 0.196
2104 5.895 0.07
2105 6.054 0.199
2106 4.13 0.062
2107 6.487 0.155
2108 5.998 0.079
2109 5.662 0.076
2110 3.335 0.068
2111 6 0.091
2112 5.629 0.06
2113 6 0.077
2114 5.903 0.075
2115 5.945 0.063
2116 6.164 0.078
2117 5.922 0.068
2118 5.751 0.07
2119 5.881 0.084
2120 5.684 0.078
2121 5.695 0.075
2122 5.529 0.062
2123 5.547 0.067
2124 5.628 0.063
2125 5.639 0.066
2126 5.599 0.083
2127 5.651 0.075
2128 5.616 0.071
2129 5.689 0.08
2130 5.717 0.067
2131 5.721 0.074
2132 5.679 0.083
2133 5.574 0.085
2134 5.858 0.063
2135 5.862 0.068
2136 5.603 0.075
2137 5.838 0.088
2138 5.684 0.063
2139 5.618 0.08
2140 5.689 0.082
2141 5.796 0.078
2142 5.601 0.072
2143 5.592 0.063
2144 5.66 0.078
2145 5.778 0.07
2146 5.823 0.076
2147 5.715 0.073
2148 5.642 0.06
2149 5.811 0.067
2150 5.856 0.076
2151 5.71 0.093
2152 5.903 0.088
2153 5.793 0.07
2154 5.625 0.066
2155 5.765 0.065
2156 5.876 0.062
2157 5.819 0.073
2158 5.828 0.078
2159 5.814 0.083
2160 5.884 0.08
2161 5.715 0.058
2162 5.69 0.074
2163 5.637 0.066
2164 5.72 0.083
2165 5.69 0.069
2166 5.838 0.078
2167 5.767 0.08
2168 5.828 0.081
2169 5.928 0.093
2170 3.994 0.161
2171 3.516 0.066
2172 3.398 0.061
2173 6.017 0.093
2174 5.764 0.075
2175 5.757 0.062
2176 5.812 0.062
2177 5.832 0.081
2178 5.939 0.086
2179 5.875 0.08
2180 5.721 0.072
2181 5.77 0.084
2182 5.881 0.087
2183 5.84 0.078
2184 5.787 0.076
2185 5.856 0.078
2186 5.882 0.068
2187 5.858 0.066
2188 5.889 0.064
2189 5.817 0.07
2190 5.703 0.116
2191 5.925 0.072
2192 5.687 0.081
2193 5.868 0.08
2194 5.884 0.066
2195 5.797 0.083
2196 5.774 0.068
2197 5.807 0.062
2198 5.767 0.07
2199 5.84 0.078
2200 5.82 0.066
2201 5.901 0.072
2202 5.771 0.06
2203 5.886 0.069
2204 5.87 0.075
2205 5.769 0.07
2206 5.951 0.084
2207 5.79 0.081
2208 5.904 0.075
2209 5.912 0.068
2210 5.817 0.066
2211 5.996 0.066
2212 5.905 0.078
2213 68.485 0.091
2214 6.682 0.147
2215 6.836 0.202
2216 6.408 0.083
2217 6.292 0.067
2218 3.557 0.077
2219 3.495 0.075
2220 3.459 0.074
2221 3.468 0.073
2222 3.466 0.078
2223 3.473 0.063
2224 6.286 0.102
2225 6.051 0.066
2226 6.034 0.085
2227 6.001 0.075
2228 5.922 0.083
2229 5.859 0.078
2230 5.949 0.065
2231 6.15 0.084
2232 5.92 0.076
2233 6.068 0.08
2234 5.974 0.099
2235 6.069 0.087
2236 6.074 0.068
2237 6.232 0.08
2238 6.086 0.078
2239 6.061 0.08
2240 6.129 0.084
2241 6 0.088
2242 5.96 0.066
2243 6.032 0.078
2244 5.994 0.07
2245 6.136 0.078
2246 5.898 0.066
2247 5.994 0.083
2248 6.03 0.078
2249 5.998 0.079
2250 5.863 0.063
2251 5.906 0.081
2252 6.385 0.062
2253 6.055 0.073
2254 6.171 0.083
2255 5.986 0.065
2256 6.064 0.065
2257 5.951 0.08
2258 6.155 0.08
2259 6.097 0.084
2260 6.08 0.069
2261 5.957 0.065
2262 6 0.062
2263 5.982 0.069
2264 5.983 0.076
2265 6.142 0.071
2266 6.151 0.067
2267 6.136 0.073
2268 6.266 0.066
2269 6.209 0.085
2270 6.295 0.074
2271 6.275 0.162
2272 6.207 0.082
2273 6.224 0.079
2274 6.276 0.079
2275 6.162 0.084
2276 6.256 0.087
2277 6.238 0.071
2278 6.213 0.076
2279 6.304 0.083
2280 6.347 0.081
2281 6.427 0.085
2282 6.328 0.082
2283 6.369 0.078
2284 6.384 0.088
2285 6.496 0.089
2286 6.242 0.09
2287 6.444 0.075
2288 6.351 0.078
2289 6.336 0.089
2290 6.369 0.082
2291 6.207 0.085
2292 6.306 0.081
2293 6.541 0.093
2294 6.408 0.08
2295 6.307 0.077
2296 6.383 0.086
2297 6.255 0.081
2298 6.379 0.075
2299 6.38 0.086
2300 6.297 0.088
2301 6.368 0.074
2302 6.394 0.087
2303 6.449 0.065
2304 6.213 0.068
2305 6.635 0.085
2306 6.295 0.083
2307 6.387 0.091
2308 6.379 0.078
2309 6.383 0.086
2310 6.334 0.072
2311 6.337 0.076
2312 6.684 0.078
2313 6.608 0.076
2314 6.285 0.074
2315 6.274 0.082
2316 6.241 0.087
2317 6.289 0.083
2318 6.406 0.062
2319 6.251 0.075
2320 6.354 0.075
2321 6.6 0.078
2322 6.745 0.066
2323 6.349 0.076
2324 6.375 0.066
2325 6.362 0.083
2326 6.353 0.076
2327 6.297 0.078
2328 6.406 0.089
2329 6.691 0.085
2330 7.497 0.156
2331 7.502 0.147
2332 7.327 0.151
2333 7.024 0.076
2334 6.945 0.076
2335 6.499 0.073
2336 6.712 0.071
2337 6.616 0.1
2338 3.843 0.068
2339 3.882 0.064
2340 6.862 0.087
2341 6.691 0.075
2342 22.213 0.081
2343 6.359 0.082
2344 6.58 0.074
2345 3.794 0.077
2346 6.748 0.071
2347 6.912 0.089
2348 7.049 0.098
2349 7.506 0.106
2350 4.727 0.086
2351 4.035 0.085
2352 4.04 0.085
2353 4.037 0.084
2354 7.279 0.092
2355 7.738 0.083
2356 4.207 0.07
2357 7.357 0.071
2358 7.375 0.086
2359 7.229 0.075
2360 4.248 0.08
2361 7.462 0.096
2362 7.597 0.072
2363 4.144 0.071
2364 7.829 0.075
2365 7.559 0.073
2366 4.242 0.072
2367 6.939 0.085
2368 6.854 0.064
2369 4.106 0.163
2370 7.505 0.089
2371 4.095 0.09
2372 4.033 0.066
2373 7.632 0.086
2374 4.305 0.08
2375 7.175 0.073
2376 6.869 0.078
2377 7.081 0.074
2378 4.142 0.075
2379 7.593 0.086
2380 6.967 0.082
2381 4.232 0.086
2382 7.232 0.093
2383 4.156 0.08
2384 7.584 0.08
2385 6.679 0.103
2386 3.942 0.078
2387 9.027 0.067
2388 6.99 0.08
2389 5.068 0.059
2390 8.28 0.058
2391 8.537 0.08
2392 7.533 0.089
2393 6.318 0.086
2394 11.465 0.117
2395 6.256 0.074
2396 8.571 0.083
2397 5.013 0.055
2398 6.901 0.053
2399 8.326 0.063
2400 5.081 0.052
2401 9.281 0.094
2402 5.408 0.051
2403 8.331 0.06
2404 8.669 0.08
2405 8.208 0.06
2406 5.166 0.054
2407 8.403 0.067
2408 5.314 0.071
2409 4.26 0.089
2410 9.507 0.099
2411 5.177 0.075
2412 5.205 0.067
2413 10.073 0.08
2414 5.594 0.057
2415 10.762 0.078
2416 10.293 0.089
2417 8.925 0.085
2418 4.276 0.058
2419 35.052 0.087
2420 4.618 0.058
2421 4.137 0.065
2422 8.558 0.13
2423 7.951 0.068
2424 4.532 0.072
2425 7.042 0.079
2426 8.378 0.218
2427 8.284 0.229
2428 7.865 0.181
2429 5.758 0.071
2430 7.466 0.083
2431 4.072 0.086
2432 5.554 0.076
2433 7.331 0.11
2434 4.194 0.085
2435 5.818 0.078
2436 7.871 0.086
2437 7.329 0.075
2438 4.267 0.072
2439 4.301 0.082
2440 7.209 0.118
2441 7.52 0.114
2442 7.616 0.099
2443 4.214 0.085
2444 4.184 0.073
2445 7.41 0.075
2446 4.279 0.071
2447 5.778 0.078
2448 7.191 0.075
2449 7.258 0.073
2450 4.184 0.072
2451 4.295 0.079
2452 4.622 0.081
2453 5.067 0.075
2454 7.466 0.085
2455 7.212 0.072
2456 9.295 0.094
2457 9.153 0.08
2458 4.186 0.072
2459 4.192 0.075
2460 4.209 0.078
2461 9.232 0.085
2462 7.37 0.085
2463 5.557 0.069
2464 7.993 0.069
2465 4.502 0.318
2466 7.394 0.087
2467 7.308 0.092
2468 7.74 0.101
2469 7.381 0.077
2470 4.098 0.077
2471 9.71 0.095
2472 4.088 0.067
2473 4.067 0.064
2474 8.282 0.075
2475 7.498 0.072
2476 7.214 0.073
2477 7.162 0.09
2478 7.318 0.079
2479 5.764 0.065
2480 4.111 0.068
2481 9.791 0.111
2482 4.509 0.077
2483 7.995 0.094
2484 4.442 0.068
2485 4.415 0.068
2486 10.217 0.097
2487 4.32 0.072
2488 4.231 0.151
2489 7.324 0.083
2490 4.367 0.071
2491 7.485 0.078
2492 4.259 0.069
2493 4.26 0.069
2494 4.322 0.068
2495 7.312 0.075
2496 4.279 0.065
2497 4.333 0.071
2498 7.344 0.082
2499 4.389 0.07
2500 5.845 0.081
2501 7.297 0.072
2502 4.338 0.071
2503 5.902 0.146
2504 4.328 0.159
2505 4.195 0.07
2506 7.805 0.174
2507 4.331 0.072
2508 7.83 0.138
2509 7.565 0.095
2510 4.361 0.073
2511 5.873 0.07
2512 7.643 0.08
2513 4.203 0.066
2514 7.299 0.073
2515 7.2 0.07
2516 8.545 0.072
2517 8.67 0.08
2518 14.516 0.146
2519 8.102 0.165
2520 8.649 0.208
2521 5.038 0.165
2522 7.564 0.099
2523 4.471 0.07
2524 32.736 0.089
2525 7.687 0.071
2526 4.349 0.067
2527 7.378 0.083
2528 7.635 0.08
2529 4.358 0.071
2530 7.461 0.114
2531 7.378 0.081
2532 4.319 0.066
2533 4.327 0.074
2534 5.058 0.092
2535 7.41 0.073
2536 8.271 0.076
2537 4.564 0.08
2538 8.216 0.087
2539 4.34 0.071
2540 4.396 0.071
2541 4.384 0.073
2542 7.748 0.078
2543 7.647 0.104
2544 7.383 0.073
2545 6.434 0.065
2546 7.837 0.088
2547 4.349 0.067
2548 7.84 0.076
2549 4.349 0.067
2550 4.436 0.069
2551 4.274 0.073
2552 4.539 0.066
2553 7.974 0.124
2554 4.52 0.136
2555 8.095 0.076
2556 8.286 0.093
2557 4.671 0.072
2558 7.932 0.087
2559 8.067 0.067
2560 7.671 0.09
2561 57.775 6.714
2562 4.727 0.085
2563 27.475 0.086
2564 4.579 0.067
2565 4.339 0.063
2566 7.612 0.077
2567 4.251 0.066
2568 4.249 0.064
2569 7.743 0.078
2570 4.153 0.064
2571 7.438 0.079
2572 7.277 0.081
2573 7.391 0.076
2574 4.398 0.07
2575 4.245 0.065
2576 7.592 0.083
2577 4.381 0.067
2578 4.377 0.068
2579 4.392 0.064
2580 7.673 0.071
2581 4.492 0.072
2582 7.715 0.071
2583 7.509 0.087
2584 7.509 0.091
2585 4.849 0.069
2586 7.754 0.083
2587 4.544 0.065
2588 28.263 0.109
2589 7.782 0.082
2590 7.914 0.073
2591 7.738 0.091
2592 7.828 0.089
2593 4.94 0.072
2594 7.991 0.073
2595 8.022 0.08
2596 4.604 0.069
2597 4.57 0.071
2598 8.037 0.103
2599 4.594 0.072
2600 7.901 0.089
2601 4.671 0.068
2602 27.997 0.067
2603 4.353 0.065
2604 4.446 0.066
2605 7.634 0.078
2606 8.182 0.075
2607 7.922 0.098
2608 7.965 0.092
2609 4.792 0.067
2610 8.365 0.067
2611 8.661 0.092
2612 9.212 0.085
2613 8.524 0.083
2614 8.278 0.091
2615 8.442 0.095
2616 8.87 0.094
2617 43.537 0.084
2618 9.059 0.074
2619 4.673 0.074
2620 6.182 0.078
