Function_Index Worst_Case_Time(us) Best_Case_Time(us)
6291 71552.3 46.69
6292 68496 46.568
6293 68970 46.379
6294 84430.9 40.835
6295 91366.3 45.303
6296 78294.7 66.552
6297 78684.9 45.709
6298 88973.1 70.529
6299 97592.9 65.039
6300 103571 68.067
6301 80688.4 46.323
6302 89058 75.294
6303 75361.8 45.02
6304 70097 57.326
6305 78712.6 47.555
6306 79341.4 46.746
6307 87908.9 45.509
6308 87071.6 46.233
6309 71133.6 45.757
6310 67855.3 47.176
6311 75837.9 56.529
6312 73367 46.252
6313 68795.9 40.062
6314 73946 49.837
6315 78624.3 84.697
6316 93682.9 55.454
6317 67718 47.003
6318 69437.1 47.159
6319 119617 63.764
6320 87896.4 39.729
6321 68253.8 46.153
6322 97180.9 47.046
6323 68690.1 46.266
6324 69042.3 45.54
6325 71440.2 64.029
6326 73958.2 93.95
6327 105966 40.293
6328 82494.8 64.487
6329 84515.3 39.923
6330 98191.3 46.253
6331 68938.2 47.651
6332 69149.5 56.743
6333 72940.9 46.595
6334 76124.7 61.239
6335 73939.2 65.628
6336 127957 84.114
6337 79679.4 46.709
6338 68583.5 46.159
6339 70187.1 45.973
6340 69880.7 47.891
6341 70047.6 40.292
6342 69989.2 47.189
6343 84603.1 58.628
6344 69004.6 45.645
6345 69657.1 46.065
6346 69893.9 43.214
6347 71571.3 62.621
6348 69575.9 70.69
6349 76123.5 81.533
6350 68865.8 57.681
6351 73255.1 45.098
6352 76795.2 46.23
6353 72788.2 85.071
6354 72548 64.028
6355 106027 100.454
6356 72254.5 47.735
6357 84740.1 46.733
6358 103492 46.907
6359 86044.7 45.713
6360 73795.5 46.162
6361 73866.9 47.295
6362 71008.4 47.22
6363 88227.1 46.384
6364 87909.6 46.107
6365 68970.5 47.347
6366 92704.6 46.989
6367 68312.5 45.44
6368 72519.1 50.427
6369 76034 47.489
6370 74292.9 46.799
6371 99873 83.95
6372 88102.5 45.377
6373 70150.1 69.669
6374 69772.3 47.377
6375 74460 65.284
6376 96218.4 82.296
6377 108830 45.7
6378 68661.7 47.084
6379 69506 46.427
6380 70150.2 46.388
6381 87453.5 78.568
6382 114335 49.48
6383 81971.8 45.87
6384 79216.9 45.703
6385 86890.2 72.18
6386 84320.4 49.216
6387 69796.8 48.219
6388 87237.6 52.077
6389 69087.1 46.669
6390 85273.6 46.73
6391 69830.1 47.651
6392 86233.9 109.643
6393 87057.8 45.733
6394 70799.4 47.826
6395 69998.1 47.64
6396 83658.2 83.638
6397 93546.7 46.903
6398 74213.3 67.112
6399 76452.8 48.179
6400 69221.5 45.734
6401 75602.9 50.241
6402 70941.6 46.442
6403 106714 75.428
6404 85303.6 47.012
6405 70636.8 92.66
6406 73442.1 54.165
6407 78941.8 46.785
6408 70820.9 41.557
6409 95981.1 41.361
6410 108540 84.684
6411 122066 46.413
6412 97898.5 67.943
6413 97714.9 46.511
6414 71716.9 46.155
6415 112749 79.265
6416 119977 65.364
6417 69775.5 46.577
6418 75387 41.37
6419 72590.5 46.881
6420 73156 46.996
6421 70193.8 47.637
6422 81687.5 75.298
6423 104407 48.335
6424 91245.9 64.988
6425 87957.6 55.165
6426 69690.5 45.725
6427 69979.6 48.333
6428 78522.8 42.379
6429 74870.2 64.503
6430 70130.6 45.926
6431 70257 46.816
6432 78372 48.335
6433 70425.5 46.764
6434 75532.3 48.468
6435 113101 48.313
6436 70532.5 47.936
6437 99360.3 47.027
6438 83908.2 65.877
6439 75335.1 47.75
6440 107142 79.154
6441 93092.5 76.657
6442 87391.9 46.841
6443 106103 62.712
6444 98352.9 68.038
6445 86220.2 46.544
6446 90218.4 47.119
6447 71435.9 60.656
6448 102928 47.212
6449 74993.6 43.567
6450 75210.8 46.737
6451 94118 65.167
6452 70434 50.641
6453 88339.3 75.512
6454 80545.5 61.819
6455 72036.5 46.714
6456 72459.6 47.706
6457 76393.2 46.55
6458 71152.3 68.067
6459 90971.2 46.573
6460 141908 50.848
6461 79256.7 69.309
6462 78253.2 69.766
6463 80329.2 47.175
6464 102709 57.018
6465 70740.4 46.632
6466 70826.1 47.331
6467 71281.9 48.88
6468 76514.9 46.722
6469 73154.6 49.878
6470 77065.6 48.306
6471 71385.6 47.827
6472 72009.6 46.807
6473 71492.7 47.896
6474 71492.3 47.797
6475 71769.8 47.469
6476 92457.3 47.532
6477 77282.2 46.292
6478 81337.4 46.261
6479 77958.8 47.104
6480 77058.5 47.057
6481 71198.5 59.12
6482 73368.7 42.221
6483 99950.4 86.933
6484 78524 46.368
6485 78390 41.235
6486 70925 41.93
6487 71892.9 47.806
6488 100243 261.592
6489 84380.8 48.499
6490 83770.4 46.58
6491 75704.8 46.694
6492 90354.6 46.535
6493 97196.2 40.33
6494 92324.3 47.476
6495 78190.5 42.431
6496 71243.9 67.012
6497 71711.4 46.502
6498 112934 87.846
6499 106137 80.961
6500 84387.9 47.585
6501 90387.1 81.59
6502 134847 52.455
6503 107695 80.92
6504 110683 93.269
6505 95633.3 47.521
6506 111951 123.409
6507 74160.3 47.913
6508 83027.8 48.189
6509 82762.2 83.611
6510 116323 47.421
6511 114254 73.719
6512 99886.4 65.779
6513 75253.2 60.211
6514 76178.9 46.949
6515 91232 46.808
6516 111117 56.868
6517 112532 48.106
6518 122441 44.643
6519 71062.4 46.941
6520 88825.7 46.366
6521 85461.7 46.073
6522 95693.9 87.11
6523 105235 65.543
6524 85018.5 40.546
6525 70971.8 46.49
6526 71631.2 46.399
6527 72686.9 47.928
6528 72599.2 46.84
6529 76212 47.331
6530 78729.4 68.162
6531 76241.4 46.4
6532 104997 86.558
6533 100763 76.74
6534 74728.1 60.742
6535 80326.2 47.601
6536 99658.3 163.087
6537 96676.2 47.549
6538 81346.3 47.428
6539 86916.7 46.847
6540 91270.4 57.131
6541 72983.4 47.613
6542 72514.5 47.42
6543 102301 48.621
6544 72782.1 47.582
6545 72680.5 47.208
6546 77317.5 46.396
6547 82291.4 42.861
6548 92303 57.81
6549 91488.5 46.666
6550 73932.5 48.249
6551 73663.1 48.138
6552 83596.3 66.733
6553 75745.2 61.493
6554 79702.9 47.963
6555 75350.2 90.743
6556 117902 77.543
6557 104540 46.928
6558 75536.9 41.687
6559 71958.6 46.717
6560 108127 96.339
6561 89811.5 47.533
6562 86269.3 42.091
6563 94200.7 47.385
6564 86565.4 70.181
6565 97705.5 48.937
6566 92036.8 41.877
6567 73146.2 46.865
6568 72515.1 48.167
6569 124225 77.493
6570 79604.7 48.248
6571 73646.6 48.707
6572 80019.3 48.651
6573 102462 48.36
6574 77444.1 43.574
6575 71860.1 47.259
6576 73246.8 51.326
6577 74450.2 47.169
6578 96101.3 69.368
6579 103525 47.072
6580 73039.7 46.831
6581 72776.9 47.334
6582 73734 48.173
6583 108944 63.219
6584 110388 41.378
6585 95725.6 67.993
6586 74297.1 47.192
6587 86045.1 82.597
6588 98907.9 48.217
6589 83023.5 132.059
6590 101744 65.94
6591 134914 50.323
6592 81949.9 51.331
6593 72878.8 50.953
6594 74058.8 41.075
6595 72878.7 48.114
6596 102478 93.585
6597 86188.8 50.137
6598 78124.5 46.971
6599 79040.7 47.734
6600 98107.9 74.834
6601 78291.7 47.659
6602 80246.2 47.952
6603 72561.7 46.871
6604 76908.9 48.281
6605 74922.2 47.361
6606 139523 42.606
6607 88747.1 76.757
6608 102778 48.293
6609 74382.8 41.36
6610 74015.6 48.062
6611 90042.4 177.837
6612 131996 48.48
6613 91939.1 41.332
6614 83278.9 70.459
6615 82308.6 49.03
6616 79198.7 48.742
6617 97372.8 49.746
6618 73835.1 47.443
6619 95425.4 113.311
6620 87352.1 47.16
6621 73687.2 49.298
6622 74769.3 45.647
6623 112909 62.655
6624 100768 48.037
6625 94278.1 48.05
6626 93531.1 44.545
6627 73949.8 50.701
6628 74107.1 47.861
6629 74740.3 49.736
6630 75600.7 52.112
6631 75795.5 54.806
6632 84027.4 86.607
6633 79079.5 54.069
6634 87926.1 93.078
6635 101170 81.492
6636 104558 88.001
6637 121192 89.134
6638 84712.4 48.283
6639 85789.7 47.756
6640 113133 157.573
6641 142554 53.088
6642 111789 48.578
6643 74135 51.04
6644 86860.4 79.878
6645 78526.5 42.654
6646 74473.5 48.21
6647 76410.7 49.016
6648 76207 48.789
6649 75267.3 50.274
6650 76105.4 48.419
6651 79132 57.617
6652 74589.7 49.264
6653 86323.4 71.265
6654 95694.2 48.19
6655 75874.8 47.319
6656 92944.1 68.208
6657 112750 50.993
6658 83655.2 47.077
6659 98037.1 52.712
6660 105687 48.984
6661 81910.3 42.923
6662 106249 52.169
6663 97974.5 42.341
6664 92317.1 41.421
6665 93604 47.869
6666 78110.2 91.113
6667 81967.5 47.68
6668 81476.7 60.982
6669 79830.7 48.09
6670 90025 47.96
6671 79768.4 47.35
6672 90421.4 87.258
6673 90505.3 48.027
6674 77311.9 58.54
6675 75358.1 48.168
6676 95655.9 48.767
6677 91053.7 47.766
6678 102956 53.536
6679 75948.6 47.522
6680 77554.7 50.979
6681 83154.8 49.555
6682 79771.3 44.315
6683 75811.8 48.828
6684 85118.6 49.827
6685 77537.3 49.213
6686 75668 48.666
6687 123875 92.247
6688 80083.1 41.853
6689 94431.8 41.524
6690 93596.6 42.541
6691 98439.5 67.71
6692 81645 49.316
6693 82200.3 71.332
6694 74958.9 48.423
6695 77475.3 48.598
6696 104003 60.093
6697 93601 48.232
6698 108880 71.561
6699 99783.7 88.086
6700 97892.6 87.484
6701 103260 48.131
6702 77847.3 59.45
6703 75230.3 49.132
6704 76133.8 47.122
6705 88465.2 82.224
6706 87798.2 44.149
6707 81882.2 70.912
6708 104191 158.042
6709 87650.8 71.624
6710 109947 50.4
6711 151466 49.097
6712 88223.8 48.298
6713 100925 48.651
6714 104105 48.77
6715 96380.5 67.204
6716 81712.3 50.598
6717 78201.7 49.931
6718 105197 88.834
6719 116940 53.235
6720 77431.4 47.962
6721 88425.6 49.363
6722 104339 69.758
6723 87606.1 84.12
6724 109228 89.055
6725 86842.5 65.267
6726 76223.4 48.675
6727 113119 58.826
6728 83257.1 48.872
6729 90040.8 49.633
6730 102517 48.726
6731 83713.4 48.628
6732 82249.5 48.62
6733 75738.5 47.905
6734 116448 86.56
6735 85134.5 60.517
6736 107579 48.532
6737 75619.3 47.801
6738 75617.7 47.623
6739 80193.1 50.14
6740 86340.6 43.252
6741 93675.2 50.542
6742 100708 70.867
6743 100850 87.477
6744 93413.2 83.074
6745 101790 89.07
6746 106118 77.381
6747 120221 82.877
6748 95282.4 51.717
6749 115780 48.12
6750 78094 49.915
6751 80959.3 67.998
6752 84532.6 48.358
6753 81065.3 42.405
6754 79189 67.075
6755 76915.9 49.047
6756 82904.8 48.347
6757 84633.1 60.951
6758 129052 49.123
6759 76788.8 49.279
6760 81369.3 49.242
6761 79154.9 53.203
6762 76558.1 48.737
6763 83139.8 48.197
6764 147467 90.071
6765 90300.3 52.006
6766 77139.4 47.754
6767 82193.2 48.607
6768 81698.9 71.35
6769 102101 70.845
6770 81349.4 48.978
6771 76997.9 48.871
6772 77677.5 48.498
6773 77596.3 48.267
6774 79818.8 51.525
6775 77170.3 48.617
6776 118911 99.167
6777 189109 135.549
6778 155013 48.771
6779 98656.5 136.286
6780 177466 86.816
6781 122837 64.79
6782 94938.5 48.21
6783 77233.7 48.489
6784 83704.9 50.671
6785 80597.8 42.275
6786 102956 49.511
6787 86563.1 48.188
6788 76674.5 48.168
6789 77563.9 50.542
6790 96264.6 50.474
6791 89940.1 49.285
6792 77258 48.539
6793 80525.8 50.147
6794 99775.5 45.8
6795 97185.4 50.704
6796 77165.7 49.409
6797 78751.1 49.615
6798 77160.1 50.254
6799 78454.8 43.86
6800 96330.3 75.616
6801 96982.3 42.648
6802 77356.8 42.595
6803 79372.5 50.006
6804 124083 145.584
6805 110645 50.295
6806 88531.2 70.435
6807 93906.3 51.021
6808 113016 49.681
6809 116794 48.718
6810 98648.2 48.591
6811 79722.1 60.191
6812 125799 74.872
6813 88830.2 49.609
6814 78442.7 49.817
6815 121613 49.031
6816 117844 87.825
6817 103493 49.482
6818 86994.7 52.167
6819 98737.1 50.191
6820 107580 53.697
6821 114419 89.279
6822 111938 85.876
6823 119572 63.264
6824 116534 90.307
6825 108508 49.797
6826 116044 65.559
6827 104383 71.288
6828 99075.9 68.664
6829 114416 49.504
6830 78343.7 48.81
6831 78672.8 48.371
6832 83542.5 48.847
6833 78854.2 49.661
6834 111119 44.166
6835 94613.7 91.45
6836 111583 73.289
6837 95205.6 48.48
6838 78077 45.526
6839 78803.4 49.821
6840 114257 48.404
6841 98926.1 108.399
6842 104588 49.2
6843 86125.4 67.634
6844 78609.8 54.044
6845 86114.4 48.754
6846 92229.5 60.698
6847 78797.6 48.717
6848 81085.1 68.835
6849 111577 50.59
6850 80404.2 50.26
6851 96639.6 49.482
6852 82099.8 67.174
6853 104525 64.263
6854 79210.5 51.256
6855 80075.6 57.583
6856 81049.8 50.528
6857 85968.2 49.37
6858 79774.3 54.129
6859 79815 52.136
6860 84048.1 45.269
6861 78692.6 49.708
6862 99236.5 72.831
6863 109194 50.041
6864 96233.2 53.578
6865 84597.7 52.624
6866 104566 50.589
6867 85101.4 50.595
6868 83797.2 61.545
6869 108359 86.831
6870 112903 89.33
6871 118913 71.13
6872 94222.4 49.05
6873 120455 43.996
6874 94306.4 135.258
6875 94397.9 49.888
6876 103188 82.652
6877 134486 94.254
6878 111892 50.131
6879 84910.6 179.037
6880 90663.6 44.221
6881 90507.3 90.104
6882 87848.6 50.655
6883 109232 49.011
6884 104313 115.3
6885 98519.9 51.52
6886 93397 52.825
6887 86974 61.699
6888 86892.1 50.677
6889 81611.9 50.35
6890 90407.4 50.24
6891 116064 51.031
6892 131459 77.447
6893 81394.4 49.929
6894 85231.9 50.327
6895 117954 50.606
6896 80013.4 49.655
6897 105906 44.225
6898 100900 50.994
6899 81758.5 50.685
6900 114896 51.438
6901 87426.8 49.506
6902 80836.2 85.763
6903 85461.4 50.518
6904 81028.8 52.194
6905 81351.9 50.374
6906 87780.6 50.623
6907 80691.1 49.84
6908 89882.4 52.744
6909 86554.1 68.965
6910 95294.1 85.255
6911 116209 54.185
6912 91617.1 70.718
6913 123435 48.783
6914 81147.7 49.118
6915 100970 43.578
6916 131424 49.04
6917 89045.2 63.347
6918 121401 50.767
6919 89258.1 43.815
6920 85320.7 43.919
6921 84701.7 60.966
6922 81739 45.511
6923 83656 49.746
6924 85787.7 49.72
6925 80647.6 49.624
6926 86835.8 66.261
6927 112314 90.533
6928 90951.7 43.837
6929 116144 93.831
6930 83418.1 50.246
6931 137065 50.623
6932 92571.4 51.287
6933 101936 66.749
6934 95511.7 49.715
6935 92353.9 73.156
6936 85027.4 49.51
6937 90107.7 50.613
6938 85990.6 49.591
6939 105393 50.807
6940 81747.7 87.622
6941 92977.8 45.267
6942 104346 49.914
6943 85271.1 54.708
6944 105704 110.815
6945 123879 66.22
6946 102108 49.287
6947 81260.3 49.846
6948 90983.1 49.976
6949 82752.3 44.016
6950 86207.6 52.851
6951 81611.6 50.313
6952 81594.3 49.785
6953 82369.7 45.809
6954 101509 47.17
6955 129942 74.862
6956 124963 98.757
6957 94408.6 50.061
6958 85947.8 43.859
6959 83972.8 70.256
6960 94619.6 73.61
6961 91859.1 44.222
6962 88037.7 44.691
6963 83527.6 61.071
6964 83791.4 43.805
6965 139091 55.864
6966 110811 50.9
6967 141539 81.843
6968 84598.5 50.153
6969 87308.4 49.862
6970 128546 104.689
6971 83720.5 53.929
6972 86714.6 52.885
6973 89571.2 53.488
6974 103670 70.259
6975 82853.7 51.263
6976 81839.5 49.953
6977 90329.5 73.523
6978 102600 85.333
6979 90608.1 50.197
6980 87506.6 50.087
6981 83350 55.231
6982 103475 57.775
6983 114829 65.462
6984 116752 79.417
6985 84660.2 53.174
6986 108374 62.464
6987 115321 74.34
6988 85700.3 49.761
6989 107794 50.986
6990 115821 62.129
6991 91780.6 99.627
6992 82194.9 50.075
6993 116518 92.001
6994 88501.8 69.291
6995 81743.2 49.766
6996 81743.7 48.903
6997 82180.1 50.531
6998 89020.6 60.638
6999 118470 67.324
7000 84806.7 49.919
7001 87932.3 52.376
7002 91075.6 69.884
7003 89737.4 49.877
7004 83138.9 45.248
7005 104494 48.614
7006 91610.7 49.853
7007 88260.1 50.171
7008 82222 51.213
7009 87007.9 53.905
7010 104101 61.33
7011 103611 49.919
7012 99021.8 53.614
7013 85754.8 69.335
7014 119353 54.351
7015 90177.5 54.59
7016 92894.9 50.955
7017 82410.4 50.949
7018 106488 51.156
7019 102151 50.09
7020 83820.6 50.189
7021 92585.6 70.131
7022 88269.4 53.415
7023 110280 93.684
7024 156239 51.022
7025 116104 51.126
7026 83553.1 50.716
7027 86850.1 88.962
7028 83661.2 49.926
7029 87896.4 70.767
7030 98500.4 499.5
7031 84981.1 50.532
7032 145241 89.08
7033 97241.6 44.636
7034 103771 63.47
7035 121260 67.887
7036 87280.1 62.333
7037 90837.3 50.129
7038 83500.8 50.766
7039 82696.4 47.006
7040 93400 74.77
7041 92666.7 49.967
7042 138186 69.908
7043 92505.2 51.007
7044 83489.9 50.182
7045 90360.7 50.067
7046 89635.6 52.124
7047 82934.3 50.681
7048 95754.2 68.16
7049 83707.4 59.986
7050 83054.7 50.33
7051 83459.7 49.942
7052 83475.5 49.705
7053 89946.3 51.144
7054 103758 54.665
7055 133983 47.526
7056 105817 50.258
7057 97450.8 47.018
7058 129038 51.128
7059 110974 50.856
7060 83473.2 50.111
7061 83815.1 50.175
7062 84279.8 50.585
7063 86172.3 55.467
7064 116999 51.481
7065 87948.6 71.007
7066 85353.7 51.033
7067 85437.5 45.072
7068 90484.6 50.71
7069 84520.6 50.568
7070 89925.4 50.732
7071 103114 48.006
7072 84988.7 117.544
7073 85579.9 50.446
7074 91453.5 52.113
7075 84216.8 67.598
7076 94543.8 48.153
7077 90864.1 69.353
7078 87333.1 66.92
7079 128916 51.753
7080 111417 51.529
7081 131517 87.024
7082 132066 99.485
7083 108330 63.28
7084 99134.1 50.415
7085 86133.5 51.152
7086 89724.4 50.696
7087 83923.9 242.438
7088 87374.1 62.521
7089 124589 51.395
7090 103902 101.878
7091 100917 50.587
7092 94943.7 46.452
7093 95294.8 74.569
7094 100731 51.252
7095 91372.4 52.317
7096 90809.1 70.513
7097 113846 49.601
7098 85402.1 51.017
7099 87874.6 47.345
7100 144919 45.258
7101 143053 45.659
7102 84174.9 51.518
7103 91891.2 50.278
7104 85716.6 70.181
7105 86599.4 62.397
7106 84889.5 63.282
7107 86553.3 59.707
7108 92079.3 88.38
7109 148801 93.013
7110 90056.5 50.703
7111 93490 51.517
7112 93870.2 78.368
7113 95907 62.88
7114 97416.9 51.177
7115 88990.2 51.437
7116 89936.3 50.183
7117 85384 51.618
7118 88437.2 51.381
7119 89012.3 69.999
7120 84837.9 49.63
7121 90072.8 50.802
7122 91190.9 50.64
7123 129541 47.765
7124 99376.1 51.403
7125 94613.2 86.278
7126 97256.6 45.221
7127 99545 51.51
7128 85090.7 50.519
7129 87084.7 50.983
7130 86179.9 77.468
7131 95855.1 78.008
7132 91650.3 71.3
7133 112131 57.148
7134 94712.5 44.651
7135 91614.8 51.076
7136 86292.4 51.449
7137 86915.3 51.603
7138 97987.5 63.288
7139 92287.1 51.361
7140 87526.4 52.274
7141 109540 88.445
7142 115748 44.547
7143 93751.1 132.195
7144 91448.2 51.523
7145 140155 135.155
7146 92272.8 51.676
7147 107360 94.962
7148 103161 45.64
7149 105986 50.964
7150 137101 51.524
7151 97054.6 51.391
7152 125108 132.12
7153 100230 51.805
7154 100204 51.804
7155 89924.6 51.374
7156 94684.5 71.154
7157 85294.7 49.835
7158 89811.1 50.536
7159 93217.7 51.414
7160 86898.6 51.978
7161 126074 109.085
7162 102499 50.898
7163 97127.6 58.512
7164 91825.6 51.437
7165 87387.4 51.184
7166 87566.1 51.585
7167 125123 89.833
7168 85823.9 50.752
7169 93987.9 46.54
7170 135656 96.892
7171 99438.8 69.984
7172 94034.4 45.168
7173 96188 52.207
7174 89670.9 45.571
7175 106837 45.295
7176 106065 52.749
7177 86789.1 51.217
7178 85905 51.141
7179 91121.9 51.016
7180 86216.4 44.424
7181 86478.3 53.273
7182 88633.4 51.985
7183 107439 52.543
7184 132687 95.752
7185 138735 85.68
7186 103763 53.686
7187 98402.9 86.907
7188 110426 100.268
7189 102911 52.148
7190 100915 69.854
7191 86953 63.889
7192 119051 51.733
7193 89769 52.432
7194 92875.6 52.661
7195 88963.1 53.405
7196 87492.1 51.636
7197 129859 59.074
7198 107267 50.656
7199 124174 52.929
7200 94386.6 50.323
7201 86274.6 51.033
7202 88748 51.768
7203 91998.6 51.564
7204 89660.3 51.809
7205 93716 51.606
7206 86534.9 51.382
7207 87098.2 51.221
7208 104312 62.394
7209 109689 73.208
7210 105637 91.992
7211 120701 52.807
7212 107275 52.767
7213 138245 52.612
7214 96496 46.346
7215 88185.2 51.994
7216 87632.2 52.331
7217 87059.4 52.2
7218 92080.7 52.227
7219 87302.3 52.227
7220 87190.4 50.005
7221 92126.4 50.602
7222 121271 77.174
7223 141539 91.287
7224 110830 51.602
7225 114911 55.456
7226 87472.8 50.999
7227 86832.7 50.401
7228 93508.2 52.179
7229 89963.3 45.587
7230 87196 51.101
7231 110867 52.424
7232 95299.1 98.58
7233 113271 45.874
7234 108485 52.151
7235 87707.2 92.267
7236 101451 52.765
7237 87354 51.233
7238 112673 73.2
7239 105078 65.007
7240 87165.1 52.423
7241 88130.3 644.018
7242 104061 52.244
7243 126959 58.174
7244 106761 53.58
7245 88549 52.507
7246 112499 51.773
7247 107282 54.714
7248 88625.1 63.479
7249 99197.1 96.195
7250 99822.6 51.269
7251 87912.2 51.349
7252 91375.6 64.903
7253 100519 124.04
7254 121166 52.02
7255 111889 47.732
7256 105316 51.642
7257 123807 51.4
7258 88458.4 51.571
7259 108631 52.368
7260 136424 51.795
7261 95112.8 52.969
7262 108230 89.224
7263 142331 53.114
7264 90084.1 52.317
7265 89294.4 64.014
7266 87621.2 54.185
7267 88145.7 50.329
7268 88305.1 52.531
7269 88862.3 51.772
7270 90175.6 52.06
7271 94039.8 54.337
7272 95285.9 51.506
7273 159882 65.971
7274 101448 52.574
7275 133473 52.204
7276 87789.6 51.515
7277 129308 101.303
7278 105391 52.689
7279 89555 52.852
7280 93126.3 72.138
7281 119043 52.953
7282 88180.9 47.992
7283 89141.2 56.267
7284 89572.8 51.333
7285 102814 70.067
7286 108092 51.182
7287 95829.6 46.538
7288 93549.6 70.058
7289 89954.5 52.454
7290 90207.6 66.748
7291 127776 52.377
7292 91233.1 53.262
7293 146941 99.122
7294 155133 73.422
7295 100643 81.284
7296 134438 52.332
7297 131774 50.201
7298 124740 51.012
7299 146957 64.887
7300 176879 77.855
7301 148225 70.08
7302 129495 86.367
7303 134403 73.752
7304 146657 137.335
7305 121126 69.905
7306 143117 52.954
7307 312923 53.281
7308 97085.6 52.583
7309 92917.3 52.798
7310 99173.8 64.957
7311 166629 46.722
7312 117726 53.495
7313 141718 82.135
7314 131023 105.421
7315 185383 156.739
7316 200639 189.657
7317 144159 52.929
7318 105282 52.648
7319 108309 52.772
7320 141704 56.687
7321 122691 102.114
7322 107612 49.042
7323 141785 49.14
7324 126921 54.093
7325 143890 65.056
7326 150072 49.979
7327 164625 52.618
7328 141377 192.407
7329 124001 47.088
7330 134374 88.145
7331 137126 101.908
7332 137564 79.534
7333 151859 157.185
7334 165566 52.933
7335 129974 74.03
7336 165080 129.775
7337 236809 89.634
7338 222773 89.201
7339 128551 99.068
7340 134576 226.243
7341 195490 47.556
7342 106234 126.771
7343 156112 84.7
7344 174908 72.791
7345 185027 86.986
7346 141747 82.611
7347 129410 65.283
7348 127547 72.392
7349 131849 146.278
7350 91467.3 88.263
7351 96934.6 70.042
7352 108792 86.313
7353 99594.1 56.855
7354 149554 92.077
7355 104692 53.749
7356 116168 52.348
7357 116368 54.059
7358 128275 48.061
7359 106696 52.685
7360 108621 54.097
7361 118298 47.129
7362 98980 46.048
7363 114656 73.684
7364 103938 72.395
7365 100478 55.03
7366 90547.2 51.635
7367 98313.4 53.348
7368 93095.5 55.91
7369 91572.5 50.375
7370 91473.7 52.184
7371 114603 52.982
7372 131558 53.8
7373 99184.5 46.716
7374 96373.4 53.077
7375 97882 123.525
7376 96699 52.818
7377 97840.5 52.706
