Erase_Index Worst_Case_Time(us) Best_Case_Time(us)
78371 140.955 0.07
78370 159.111 0.059
78369 141.679 0.072
78368 141.83 0.069
78367 140.762 0.07
78366 140.525 0.07
78365 140.756 0.073
78364 140.665 0.07
78363 140.679 0.07
78362 140.446 0.072
78361 141.122 0.07
78360 147.027 0.071
78359 141.002 0.074
78358 140.669 0.085
78357 140.848 0.068
78356 140.67 0.068
78355 140.8 0.071
78354 140.749 0.085
78353 140.673 0.077
78352 141.006 0.084
78351 140.581 0.072
78350 140.641 0.072
78349 140.938 0.071
78348 140.634 0.071
78347 141.054 0.07
78346 140.66 0.07
78345 140.798 0.069
78344 140.911 0.07
78343 141.048 0.07
78342 164.874 0.075
78341 169.239 0.06
78340 179.982 0.066
78339 146.971 0.07
78338 140.619 0.07
78337 140.687 0.072
78336 140.554 0.069
78335 140.524 0.071
78334 140.415 0.071
78333 140.768 0.069
78332 146.905 0.07
78331 140.915 0.069
78330 140.697 0.069
78329 140.883 0.072
78328 140.863 0.07
78327 140.817 0.07
78326 140.56 0.069
78325 140.563 0.07
78324 140.661 0.079
78323 140.729 0.065
78322 140.409 0.071
78321 140.951 0.068
78320 140.588 0.07
78319 140.507 0.073
78318 140.56 0.07
78317 140.965 0.069
78316 141.059 0.071
78315 141.102 0.085
78314 198.764 0.057
78313 147.705 0.059
78312 140.821 0.07
78311 140.699 0.083
78310 140.649 0.07
78309 140.666 0.083
78308 150.978 0.073
78307 140.842 0.083
78306 140.83 0.07
78305 141.05 0.069
78304 140.597 0.071
78303 140.66 0.072
78302 140.389 0.072
78301 140.785 0.064
78300 140.71 0.071
78299 140.774 0.075
78298 140.628 0.073
78297 140.901 0.077
78296 140.517 0.075
78295 147.204 0.069
78294 140.475 0.073
78293 140.794 0.071
78292 140.473 0.073
78291 140.688 0.068
78290 146.603 0.067
78289 140.6 0.078
78288 140.73 0.073
78287 141.34 0.094
78286 222.607 0.072
78285 140.933 0.081
78284 140.708 0.07
78283 140.891 0.069
78282 140.443 0.068
78281 140.788 0.068
78280 140.42 0.071
78279 140.678 0.07
78278 151.265 0.073
78277 140.939 0.068
78276 140.738 0.07
78275 140.491 0.069
78274 140.521 0.066
78273 140.536 0.073
78272 140.416 0.071
78271 140.551 0.07
78270 140.462 0.068
78269 140.717 0.067
78268 141.05 0.07
78267 140.752 0.068
78266 140.561 0.068
78265 140.576 0.065
78264 140.68 0.07
78263 140.493 0.071
78262 140.606 0.07
78261 140.645 0.067
78260 140.488 0.071
78259 394.969 0.182
78258 140.867 0.073
78257 140.706 0.067
78256 140.507 0.069
78255 140.916 0.071
78254 140.779 0.074
78253 140.622 0.067
78252 140.603 0.073
78251 140.658 0.071
78250 140.559 0.072
78249 140.493 0.071
78248 140.392 0.068
78247 140.792 0.069
78246 140.417 0.069
78245 140.441 0.071
78244 140.564 0.07
78243 140.611 0.071
78242 140.564 0.07
78241 140.788 0.07
78240 140.552 0.067
78239 140.751 0.071
78238 140.429 0.069
78237 140.453 0.08
78236 140.59 0.068
78235 141.121 0.068
78234 140.833 0.071
78233 140.593 0.08
78232 140.496 0.07
78231 149.76 0.068
78230 140.801 0.068
78229 140.795 0.068
78228 140.717 0.073
78227 140.525 0.067
78226 140.832 0.069
78225 140.483 0.068
78224 140.693 0.071
78223 140.408 0.068
78222 141.048 0.076
78221 140.511 0.067
78220 140.605 0.07
78219 140.362 0.068
78218 140.371 0.083
78217 140.429 0.07
78216 140.885 0.083
78215 151.183 0.073
78214 140.529 0.075
78213 140.307 0.071
78212 140.563 0.07
78211 140.457 0.075
78210 140.654 0.07
78209 140.289 0.07
78208 140.519 0.071
78207 140.609 0.069
78206 140.795 0.069
78205 140.516 0.07
78204 140.626 0.068
78203 165.03 0.068
78202 141.406 0.071
78201 141.033 0.073
78200 140.469 0.073
78199 140.33 0.07
78198 140.658 0.068
78197 140.39 0.07
78196 140.869 0.07
78195 140.227 0.075
78194 140.34 0.069
78193 140.223 0.064
78192 140.704 0.071
78191 140.187 0.07
78190 140.187 0.071
78189 140.473 0.07
78188 140.364 0.071
78187 140.484 0.073
78186 140.272 0.07
78185 140.094 0.071
78184 140.38 0.072
78183 150.725 0.073
78182 140.328 0.077
78181 140.417 0.071
78180 140.532 0.07
78179 140.291 0.07
78178 140.384 0.069
78177 140.62 0.069
78176 166.023 0.078
78175 141.068 0.069
78174 140.343 0.085
78173 140.449 0.068
78172 140.582 0.068
78171 140.282 0.068
78170 140.247 0.073
78169 140.463 0.071
78168 140.735 0.07
78167 140.682 0.085
78166 140.449 0.07
78165 140.574 0.07
78164 140.479 0.07
78163 211.836 0.066
78162 140.458 0.07
78161 140.34 0.087
78160 140.449 0.068
78159 140.47 0.073
78158 140.447 0.07
78157 140.343 0.071
78156 140.652 0.083
78155 140.726 0.069
78154 140.634 0.068
78153 140.123 0.071
78152 140.498 0.071
78151 140.797 0.071
78150 140.422 0.07
78149 140.14 0.073
78148 185.865 0.104
78147 141.193 0.067
78146 140.651 0.078
78145 140.621 0.073
78144 140.359 0.071
78143 140.107 0.07
78142 140.617 0.07
78141 140.457 0.077
78140 140.399 0.069
78139 140.311 0.072
78138 140.469 0.071
78137 140.329 0.071
78136 140.432 0.07
78135 140.805 0.066
78134 140.571 0.075
78133 140.169 0.07
78132 140.27 0.073
78131 140.239 0.075
78130 140.455 0.071
78129 140.384 0.07
78128 141.906 0.073
78127 140.612 0.074
78126 140.245 0.073
78125 140.262 0.072
78124 140.329 0.066
78123 140.259 0.071
78122 140.329 0.069
78121 140.142 0.073
78120 217.592 0.146
78119 140.376 0.072
78118 140.754 0.073
78117 140.829 0.07
78116 140.538 0.07
78115 140.19 0.069
78114 150.644 0.07
78113 140.204 0.072
78112 140.529 0.069
78111 140.439 0.072
78110 157.68 0.085
78109 140.305 0.071
78108 140.365 0.069
78107 140.441 0.068
78106 140.375 0.08
78105 140.354 0.076
78104 140.5 0.069
78103 140.2 0.07
78102 140.506 0.069
78101 140.039 0.075
78100 140.124 0.075
78099 140.335 0.08
78098 286.945 0.147
78097 140.383 0.076
78096 140.267 0.07
78095 140.068 0.074
78094 140.276 0.072
78093 171.937 0.074
78092 201.548 0.207
78091 140.835 0.074
78090 146.811 0.071
78089 140.226 0.07
78088 140.601 0.067
78087 140.08 0.069
78086 140.44 0.071
78085 140.309 0.078
78084 140.27 0.078
78083 150.52 0.075
78082 140.361 0.08
78081 140.25 0.071
78080 140.302 0.071
78079 140.314 0.068
78078 140.465 0.07
78077 140.003 0.07
78076 140.271 0.078
78075 162.58 0.085
78074 140.467 0.08
78073 140.27 0.072
78072 140.462 0.077
78071 140.059 0.08
78070 160.639 0.102
78069 140.917 0.072
78068 140.732 0.07
78067 140.186 0.078
78066 140.637 0.078
78065 140.107 0.072
78064 159.541 0.089
78063 141.5 0.068
78062 140.258 0.068
78061 140.09 0.078
78060 140.174 0.073
78059 140.472 0.076
78058 140.526 0.071
78057 140.449 0.069
78056 297.35 0.149
78055 140.366 0.064
78054 140.177 0.078
78053 140.331 0.068
78052 140.181 0.076
78051 140.035 0.068
78050 139.98 0.072
78049 140.172 0.069
78048 154.75 0.083
78047 140.297 0.069
78046 140.118 0.07
78045 140.354 0.071
78044 140.095 0.072
78043 140.208 0.07
78042 140.409 0.07
78041 140.291 0.069
78040 140.067 0.087
78039 140.2 0.068
78038 140.121 0.067
78037 140.162 0.07
78036 140.26 0.071
78035 140.27 0.069
78034 161.419 0.099
78033 140.034 0.076
78032 140.266 0.073
78031 146.588 0.067
78030 140.019 0.073
78029 140.161 0.08
78028 139.954 0.07
78027 140.244 0.068
78026 140.227 0.072
78025 140.22 0.075
78024 139.963 0.068
78023 140.18 0.07
78022 139.844 0.07
78021 140.124 0.072
78020 152.759 0.081
78019 140.208 0.07
78018 140.225 0.065
78017 146.641 0.07
78016 140.117 0.071
78015 140.052 0.078
78014 140.083 0.069
78013 140.025 0.081
78012 140.154 0.082
78011 140.447 0.076
78010 139.922 0.071
78009 140.187 0.07
78008 139.881 0.077
78007 142.146 0.071
78006 223.547 4.591
78005 198.564 0.095
78004 198.605 0.093
78003 140.664 0.083
78002 140.629 0.072
78001 162.197 0.067
78000 139.927 0.068
77999 139.967 0.073
77998 140.052 0.067
77997 139.94 0.07
77996 140.128 0.065
77995 140.029 0.07
77994 139.848 0.069
77993 139.961 0.07
77992 139.843 0.068
77991 139.947 0.069
77990 140.353 0.067
77989 139.959 0.069
77988 140.117 0.07
77987 140.198 0.073
77986 140.062 0.067
77985 140.171 0.075
77984 140.039 0.073
77983 139.992 0.075
77982 139.98 0.071
77981 139.911 0.075
77980 140.217 0.07
77979 176.704 0.067
77978 140.177 0.068
77977 140.12 0.068
77976 139.85 0.075
77975 164.246 0.068
77974 140.307 0.071
77973 154.613 0.068
77972 141.456 0.067
77971 140.765 0.076
77970 140.774 0.071
77969 140.76 0.07
77968 152.425 0.071
77967 141.798 0.068
77966 140.434 0.071
77965 140.695 0.07
77964 141.744 0.075
77963 225.912 0.069
77962 209.248 0.095
77961 196.35 0.089
77960 141.09 0.058
77959 142.37 0.083
77958 140.38 0.069
77957 140.815 0.07
77956 140.36 0.078
77955 141.518 0.08
77954 140.915 0.071
77953 140.601 0.072
77952 140.06 0.072
77951 140.067 0.071
77950 140.011 0.07
77949 139.907 0.068
77948 139.856 0.081
77947 140.605 0.082
77946 139.983 0.068
77945 140.034 0.07
77944 140.06 0.075
77943 139.874 0.07
77942 274.211 0.083
77941 153.935 0.067
77940 142.011 0.068
77939 140.132 0.07
77938 139.793 0.071
77937 140.037 0.064
77936 139.959 0.068
77935 140.06 0.074
77934 139.803 0.064
77933 140.284 0.072
77932 139.922 0.07
77931 140.149 0.068
77930 139.845 0.07
77929 139.978 0.071
77928 139.902 0.071
77927 140.244 0.068
77926 139.777 0.068
77925 140.11 0.072
77924 139.527 0.073
77923 139.838 0.072
77922 140.283 0.069
77921 140.289 0.07
77920 139.932 0.074
77919 140.038 0.073
77918 139.817 0.069
77917 139.997 0.069
77916 139.628 0.068
77915 139.958 0.063
77914 139.67 0.068
77913 155.514 0.067
77912 140.075 0.076
77911 146.097 0.066
77910 139.705 0.069
77909 139.819 0.07
77908 139.739 0.067
77907 139.798 0.072
77906 139.853 0.071
77905 140.281 0.072
77904 146.775 0.07
77903 140.302 0.066
77902 139.699 0.071
77901 139.905 0.068
77900 139.798 0.074
77899 139.92 0.071
77898 139.709 0.068
77897 140.251 0.068
77896 139.821 0.073
77895 140.058 0.078
77894 139.765 0.07
77893 140.078 0.069
77892 140.177 0.069
77891 139.954 0.065
77890 139.685 0.071
77889 139.892 0.068
77888 139.797 0.069
77887 139.977 0.069
77886 277.906 0.086
77885 186.822 0.089
77884 218.53 0.078
77883 167.706 0.068
77882 140.923 0.069
77881 173.346 0.081
77880 139.889 0.071
77879 139.787 0.066
77878 139.609 0.071
77877 139.719 0.069
77876 139.579 0.07
77875 139.616 0.067
77874 139.468 0.071
77873 139.832 0.073
77872 139.861 0.066
77871 139.834 0.072
77870 139.722 0.067
77869 160.843 0.075
77868 139.89 0.068
77867 139.842 0.071
77866 139.842 0.068
77865 139.677 0.068
77864 140.059 0.07
77863 139.892 0.076
77862 139.618 0.075
77861 140.123 0.069
77860 139.914 0.07
77859 140.008 0.078
77858 139.884 0.079
77857 141.359 0.075
77856 150.288 0.076
77855 143.976 0.081
77854 150.624 0.085
77853 151.84 0.077
77852 150.761 0.077
77851 141.228 0.065
77850 241.218 0.091
77849 140.748 0.07
77848 141.235 0.075
77847 146.967 0.067
77846 140.696 0.075
77845 247.117 0.113
77844 141.566 0.075
77843 175.299 0.074
77842 151.865 0.076
77841 140.321 0.063
77840 229.093 0.072
77839 140.27 0.07
77838 140.163 0.085
77837 139.935 0.085
77836 139.956 0.067
77835 140.039 0.073
77834 139.869 0.067
77833 140.055 0.083
77832 140.106 0.068
77831 140.085 0.07
77830 152.682 0.073
77829 139.963 0.07
77828 139.762 0.066
77827 140.008 0.066
77826 241.593 0.091
77825 143.429 0.066
77824 140.452 0.069
77823 140.246 0.074
77822 139.97 0.069
77821 139.76 0.079
77820 139.593 0.078
77819 139.702 0.072
77818 139.923 0.076
77817 139.697 0.067
77816 140.496 0.066
77815 139.946 0.071
77814 146.015 0.067
77813 139.927 0.064
77812 139.638 0.068
77811 150.354 0.073
77810 139.774 0.065
77809 139.869 0.07
77808 139.625 0.069
77807 139.67 0.069
77806 139.729 0.071
77805 139.684 0.064
77804 139.89 0.069
77803 139.931 0.073
77802 139.444 0.068
77801 139.772 0.069
77800 139.748 0.07
77799 139.619 0.068
77798 205.568 0.076
77797 140.065 0.068
77796 139.951 0.065
77795 139.653 0.068
77794 139.596 0.07
77793 251.519 0.158
77792 140.104 0.074
77791 139.808 0.071
77790 139.574 0.07
77789 139.781 0.069
77788 139.757 0.065
77787 139.785 0.076
77786 139.664 0.069
77785 139.506 0.07
77784 139.565 0.077
77783 139.609 0.071
77782 145.712 0.072
77781 150.177 0.071
77780 139.87 0.076
77779 139.617 0.069
77778 139.532 0.07
77777 140.131 0.069
77776 161.24 0.068
77775 139.787 0.069
77774 139.585 0.066
77773 139.946 0.065
77772 145.817 0.069
77771 139.733 0.073
77770 271.767 0.069
77769 140.634 0.076
77768 140.456 0.071
77767 140.071 0.065
77766 139.746 0.068
77765 139.709 0.076
77764 139.41 0.072
77763 139.585 0.075
77762 139.49 0.074
77761 139.485 0.068
77760 139.439 0.075
77759 139.779 0.073
77758 139.808 0.072
77757 139.706 0.069
77756 139.551 0.07
77755 139.717 0.067
77754 139.432 0.073
77753 139.956 0.071
77752 139.383 0.072
77751 150.566 0.069
77750 139.595 0.07
77749 139.664 0.071
77748 139.751 0.07
77747 139.71 0.07
77746 139.534 0.071
77745 139.61 0.069
77744 139.56 0.074
77743 249.214 0.073
77742 140.255 0.074
77741 140.386 0.073
77740 139.585 0.072
77739 139.904 0.073
77738 139.739 0.065
77737 139.875 0.072
77736 139.552 0.076
77735 139.715 0.07
77734 139.871 0.062
77733 139.677 0.073
77732 139.529 0.071
77731 139.505 0.074
77730 139.552 0.073
77729 139.755 0.072
77728 139.418 0.074
77727 139.756 0.07
77726 139.497 0.073
77725 139.582 0.069
77724 157.583 0.073
77723 139.744 0.073
77722 139.55 0.068
77721 150.307 0.073
77720 139.692 0.07
77719 139.662 0.071
77718 139.695 0.07
77717 139.505 0.068
77716 145.041 0.066
77715 181.864 0.086
77714 146.246 0.077
77713 206.316 0.092
77712 154.63 0.096
77711 158.59 0.07
77710 166.998 0.08
77709 163.277 0.064
77708 152.675 0.068
77707 170.757 0.075
77706 166.45 0.068
77705 162.797 0.069
77704 169.355 0.076
77703 152.646 0.064
77702 148.786 0.103
77701 146.643 0.071
77700 157.529 0.07
77699 167.735 0.08
77698 146.883 0.081
77697 155.017 0.077
77696 169.746 0.083
77695 190.502 0.062
77694 176.512 0.099
77693 166.876 0.067
77692 168.692 0.104
77691 143.542 0.084
77690 159.515 0.073
77689 164.121 0.082
77688 162.078 0.066
77687 154.742 0.069
77686 153.218 0.07
77685 157.491 0.159
77684 150.406 0.075
77683 156.14 0.101
77682 155.221 0.105
77681 166.387 0.177
77680 141.501 0.071
77679 141.252 0.083
77678 142.006 0.07
77677 176.415 0.075
77676 177.272 0.183
77675 207.006 0.09
77674 208.881 0.069
77673 201.118 0.109
77672 212.648 0.071
77671 208.444 0.101
77670 196.639 0.111
77669 230.322 0.095
77668 193.815 0.08
77667 208.114 0.099
77666 209.011 0.08
77665 170.683 0.074
77664 140.198 0.078
77663 164.707 0.087
77662 197.777 0.12
77661 198.715 0.082
77660 194.355 0.113
77659 164.935 0.08
77658 204.16 0.086
77657 200.955 0.104
77656 141.491 0.083
77655 201.255 0.101
77654 139.885 0.077
77653 140.009 0.073
77652 140.213 0.077
77651 197.448 0.096
77650 200.447 0.07
77649 195.087 0.099
77648 174.698 0.078
77647 170.78 0.081
77646 194.484 0.102
77645 227.995 0.108
77644 201.625 0.089
77643 195.074 0.087
77642 482.81 0.104
77641 145.476 0.072
77640 140.053 0.078
77639 260.454 0.208
77638 249.894 0.088
77637 190.123 0.071
77636 172.774 0.073
77635 195.15 0.101
77634 196.685 0.11
77633 198.069 0.109
77632 193.003 0.069
77631 140.56 0.076
77630 200.853 0.067
77629 194.293 0.091
77628 196.146 0.092
77627 198.398 0.091
77626 202.504 0.088
77625 202.225 0.109
77624 141.113 0.067
77623 139.576 0.078
77622 139.424 0.073
77621 139.755 0.072
77620 165.868 0.099
77619 193.968 0.092
77618 198.741 0.086
77617 167.811 0.073
77616 259.48 0.083
77615 246.275 0.089
77614 192.779 0.104
77613 196.961 0.104
77612 195.627 0.094
77611 241.675 0.089
77610 239.093 0.113
77609 140.148 0.071
77608 140.044 0.073
77607 199.98 0.078
77606 199.573 0.104
77605 202.291 0.081
77604 203.697 0.106
77603 202.971 0.104
77602 205.121 0.111
77601 206.51 0.095
77600 202.775 0.097
77599 198.973 0.099
77598 199.055 0.104
77597 181.148 0.073
77596 203.748 0.083
77595 199.63 0.084
77594 200.076 0.1
77593 200.467 0.091
77592 203.876 0.096
77591 200.558 0.095
77590 206.059 0.104
77589 140.778 0.07
77588 139.99 0.067
77587 145.023 0.07
77586 373.167 0.088
77585 178.4 0.072
77584 221.51 0.094
77583 205.701 0.09
77582 140.376 0.061
77581 150.772 0.078
77580 145.767 0.084
77579 199.361 0.105
77578 153.752 0.08
77577 194.661 0.087
77576 215.498 0.117
77575 192.951 0.083
77574 194.156 0.085
77573 177.76 0.064
77572 140.086 0.076
77571 176.854 0.084
77570 200.472 0.099
77569 208.534 0.102
77568 156.906 0.071
77567 139.651 0.156
77566 147.844 0.052
77565 139.517 0.07
77564 140.7 0.07
77563 140.53 0.072
77562 139.348 0.069
77561 146.94 0.071
77560 139.492 0.073
77559 146.104 0.073
77558 139.317 0.071
77557 146.329 0.07
77556 139.604 0.073
77555 139.505 0.071
77554 147.219 0.07
77553 154.107 0.065
77552 139.923 0.069
77551 139.735 0.071
77550 139.694 0.061
77549 147.74 0.068
77548 139.919 0.071
77547 140.22 0.058
77546 159.095 0.089
77545 139.438 0.073
77544 150.984 0.079
77543 139.664 0.07
77542 146.099 0.064
77541 143.723 0.072
77540 140.009 0.068
77539 139.264 0.073
77538 139.632 0.07
77537 172.581 0.066
77536 163.946 0.072
77535 139.453 0.067
77534 145.874 0.067
77533 139.752 0.071
77532 202.909 0.178
77531 202.838 0.104
77530 193.273 0.091
77529 205.347 0.109
77528 200.142 0.098
77527 200.737 0.09
77526 200.656 0.083
77525 201.402 0.106
77524 139.632 0.086
77523 200.544 0.092
77522 200.284 0.09
77521 201.42 0.086
77520 139.331 0.071
77519 201.056 0.098
77518 201.108 0.103
77517 200.459 0.09
77516 139.882 0.071
77515 213.113 0.109
77514 197.543 0.09
77513 140.504 0.073
77512 139.672 0.071
77511 151.8 0.064
77510 141.679 0.072
77509 140.41 0.066
77508 151.994 0.076
77507 139.686 0.073
77506 140.087 0.065
77505 162.171 0.088
77504 139.94 0.074
77503 140.115 0.066
77502 152.404 0.075
77501 139.958 0.081
77500 139.906 0.071
77499 181.468 0.061
77498 139.764 0.072
77497 140.318 0.069
77496 164.238 0.063
77495 201.959 0.087
77494 246.725 0.097
77493 140.307 0.069
77492 140.077 0.068
77491 139.353 0.066
77490 140.1 0.07
77489 149.653 0.068
77488 140.15 0.073
77487 139.517 0.072
77486 200.536 0.093
77485 228.313 0.1
77484 216.748 0.093
77483 162.13 0.072
77482 144.982 0.099
77481 139.058 0.068
77480 139.493 0.071
77479 154.319 0.073
77478 138.997 0.076
77477 154.65 0.068
77476 138.891 0.075
77475 180.138 0.072
77474 139.489 0.07
77473 139.189 0.078
77472 139.139 0.068
77471 139.401 0.075
77470 139.121 0.073
77469 139.052 0.072
77468 153.321 0.068
77467 139.722 0.07
77466 139.436 0.073
77465 152.438 0.068
77464 139.087 0.068
77463 139.244 0.072
77462 139.698 0.074
77461 139.625 0.072
77460 151.597 0.067
77459 161.757 0.066
77458 139.389 0.073
77457 177.647 0.078
77456 140.654 0.068
77455 139.713 0.073
77454 139.208 0.071
77453 138.89 0.072
77452 139.081 0.071
77451 139.227 0.07
77450 139.088 0.072
77449 139.238 0.07
77448 139.073 0.072
77447 139.425 0.073
77446 139.01 0.07
77445 139.191 0.07
77444 138.759 0.071
77443 138.782 0.088
77442 139.182 0.07
77441 139.114 0.071
77440 146.493 0.068
77439 139.101 0.07
77438 138.892 0.068
77437 139.093 0.07
77436 138.873 0.073
77435 138.849 0.071
77434 138.929 0.072
77433 138.805 0.07
77432 138.833 0.07
77431 139.154 0.071
77430 138.74 0.07
77429 138.905 0.069
77428 138.917 0.069
77427 138.936 0.072
77426 138.817 0.07
77425 138.986 0.072
77424 138.924 0.071
77423 139.371 0.073
77422 139.218 0.071
77421 138.912 0.07
77420 139.062 0.072
77419 138.894 0.071
77418 138.945 0.073
77417 138.805 0.073
77416 138.847 0.072
77415 138.898 0.07
77414 138.762 0.072
77413 138.65 0.071
77412 139.277 0.072
77411 139.247 0.074
77410 138.844 0.071
77409 139.577 0.073
77408 169.323 0.071
77407 186.902 0.075
77406 139.533 0.069
77405 138.975 0.068
77404 138.803 0.07
77403 138.732 0.077
77402 138.909 0.069
77401 138.812 0.076
77400 138.758 0.079
77399 158.598 0.069
77398 138.8 0.079
77397 138.847 0.07
77396 138.747 0.076
77395 138.715 0.072
77394 138.828 0.078
77393 138.81 0.08
77392 138.836 0.069
77391 138.701 0.069
77390 138.837 0.076
77389 138.734 0.071
77388 138.723 0.071
77387 138.797 0.066
77386 138.787 0.073
77385 138.701 0.077
77384 138.68 0.07
77383 138.713 0.072
77382 138.801 0.078
77381 138.896 0.077
77380 138.702 0.07
77379 138.78 0.07
77378 138.78 0.075
77377 148.685 0.07
77376 139.002 0.077
77375 138.759 0.079
77374 138.742 0.075
77373 138.796 0.066
77372 138.746 0.072
77371 138.634 0.073
77370 138.68 0.08
77369 138.698 0.067
77368 138.684 0.07
77367 139.029 0.077
77366 138.706 0.078
77365 138.667 0.071
77364 138.652 0.07
77363 138.684 0.07
77362 138.679 0.07
77361 186.498 0.075
77360 139.573 0.07
77359 139.595 0.073
77358 138.832 0.072
